date,symbol,direction,moneyness,fill_mode,T_pct,entry_time,exit_time,exit_reason,realized_return
2026-03-10,AAPL,call,ITM,mid,40.0,11:00,11:05,target,0.4
2026-03-10,AAPL,call,ITM,mid,40.0,11:30,12:00,target,0.4
2026-03-10,AAPL,call,ITM,mid,40.0,12:00,12:35,target,0.4
2026-03-10,AAPL,call,ITM,mid,40.0,13:30,15:45,target,0.4
2026-03-11,AAPL,call,ITM,mid,40.0,09:35,09:40,target,0.4
2026-03-11,AAPL,call,ITM,mid,40.0,10:00,16:00,forced,-0.9862
2026-03-12,AAPL,call,ITM,mid,40.0,09:35,09:45,target,0.4
2026-03-12,AAPL,call,ITM,mid,40.0,10:00,10:10,target,0.4
2026-03-12,AAPL,call,ITM,mid,40.0,11:00,13:30,target,0.4
2026-03-12,AAPL,call,ITM,mid,40.0,13:30,16:00,forced,-0.12707
2026-03-13,AAPL,call,ITM,mid,40.0,09:35,10:30,target,0.4
2026-03-13,AAPL,call,ITM,mid,40.0,11:00,16:00,forced,-0.01348
2026-02-16,AAPL,call,ITM,mid,50.0,10:00,16:00,forced,-0.68447
2026-02-17,AAPL,call,ITM,mid,50.0,10:00,10:10,target,0.5
2026-02-17,AAPL,call,ITM,mid,50.0,11:00,13:15,target,0.5
2026-02-17,AAPL,call,ITM,mid,50.0,14:00,16:00,forced,-0.4092
2026-02-18,AAPL,call,ITM,mid,50.0,10:00,12:30,target,0.5
2026-02-18,AAPL,call,ITM,mid,50.0,12:30,12:55,target,0.5
2026-02-18,AAPL,call,ITM,mid,50.0,13:00,13:05,target,0.5
2026-02-18,AAPL,call,ITM,mid,50.0,14:00,16:00,forced,-0.5937
2026-02-19,AAPL,call,ITM,mid,50.0,10:00,12:25,target,0.5
2026-02-19,AAPL,call,ITM,mid,50.0,12:30,13:20,target,0.5
2026-02-19,AAPL,call,ITM,mid,50.0,14:00,15:20,target,0.5
2026-02-19,AAPL,call,ITM,mid,50.0,15:30,16:00,forced,-0.25381
2026-02-20,AAPL,call,ITM,mid,50.0,10:00,10:20,target,0.5
2026-02-20,AAPL,call,ITM,mid,50.0,11:00,16:00,forced,-0.97824
2026-02-23,AAPL,call,ITM,mid,50.0,10:00,10:50,target,0.5
2026-02-23,AAPL,call,ITM,mid,50.0,11:00,11:35,target,0.5
2026-02-23,AAPL,call,ITM,mid,50.0,12:00,13:05,target,0.5
2026-02-23,AAPL,call,ITM,mid,50.0,14:00,16:00,forced,-0.84933
2026-02-24,AAPL,call,ITM,mid,50.0,10:00,10:50,target,0.5
2026-02-24,AAPL,call,ITM,mid,50.0,11:00,16:00,forced,-0.96228
