symbol,direction,moneyness,fill_mode,T_pct,n_test_trades,n_test_days,trades_per_day,win_rate,avg_win,avg_loss,expectancy_per_trade,expectancy_per_day,cumulative_test_pnl,unreliable_low_sample
AMZN,put,ATM,mid,25.0,59,20,2.95,0.8475,0.25,-0.82801,0.08556,0.2524,5.04791,False
AMZN,put,ATM,mid,30.0,60,20,3.0,0.85,0.3,-0.82801,0.1308,0.3924,7.84791,False
AMZN,put,ATM,mid,40.0,51,20,2.55,0.8235,0.4,-0.83666,0.18177,0.4635,9.27004,False
AMZN,put,ATM,mid,50.0,45,20,2.25,0.8,0.5,-0.87144,0.22571,0.50785,10.15705,False
AMZN,put,ATM,mid,60.0,43,20,2.15,0.7907,0.6,-0.87144,0.29202,0.62785,12.55705,False
AMZN,put,ATM,mid,70.0,39,20,1.95,0.7949,0.7,-0.76201,0.4001,0.7802,15.60395,False
AMZN,put,ATM,mid,75.0,38,20,1.9,0.7895,0.75,-0.76201,0.43168,0.8202,16.40395,False
AMZN,put,ATM,mid,80.0,39,20,1.95,0.7949,0.8,-0.76201,0.47959,0.9352,18.70395,False
AMZN,put,ATM,mid,90.0,44,20,2.2,0.7727,0.9,-0.69436,0.53764,1.18282,23.65636,False
AMZN,put,ATM,mid,100.0,44,20,2.2,0.7727,1.0,-0.69436,0.61492,1.35282,27.05636,False
AMZN,put,ATM,market,20.0,59,20,2.95,0.8475,0.2,-0.83476,0.04216,0.12436,2.48717,False
AMZN,put,ATM,market,25.0,60,20,3.0,0.85,0.25,-0.83476,0.08729,0.26186,5.23717,False
AMZN,put,ATM,market,30.0,57,20,2.85,0.8421,0.3,-0.84779,0.11877,0.3385,6.76992,False
AMZN,put,ATM,market,40.0,46,20,2.3,0.8043,0.4,-0.87648,0.15025,0.34558,6.91168,False
AMZN,put,ATM,market,50.0,44,20,2.2,0.7955,0.5,-0.87648,0.21845,0.48058,9.61168,False
AMZN,put,ATM,market,60.0,43,20,2.15,0.814,0.6,-0.88296,0.3241,0.69682,13.9363,False
AMZN,put,ATM,market,70.0,38,20,1.9,0.7895,0.7,-0.77134,0.39024,0.74146,14.82928,False
AMZN,put,ATM,market,75.0,40,20,2.0,0.825,0.75,-0.73882,0.48946,0.97891,19.57828,False
AMZN,put,ATM,market,80.0,39,20,1.95,0.8205,0.8,-0.73882,0.5238,1.02141,20.42828,False
