symbol,direction,moneyness,fill_mode,regime,T_pct,n_test_trades,n_test_days,trades_per_day,win_rate,avg_win,avg_loss,expectancy_per_trade,expectancy_per_day,cumulative_test_pnl,unreliable_low_sample
AMD,put,ITM,mid,Fri-0DTE,80.0,107,92,1.163,0.1308,0.8,-0.10709,0.0116,0.01349,1.24092,False
AMD,put,ITM,mid,Fri-0DTE,90.0,105,92,1.141,0.0952,0.9,-0.07303,0.01964,0.02241,2.06212,False
AMD,put,ITM,mid,Fri-0DTE,100.0,103,92,1.12,0.0874,1.0,-0.08063,0.01379,0.01544,1.42079,False
AMD,put,ITM,market,Fri-0DTE,20.0,151,92,1.641,0.4371,0.2,-0.23881,-0.04701,-0.07716,-7.09874,False
AMD,put,ITM,market,Fri-0DTE,25.0,146,92,1.587,0.3973,0.25,-0.22888,-0.03864,-0.06132,-5.64144,False
AMD,put,ITM,market,Fri-0DTE,30.0,139,92,1.511,0.3885,0.3,-0.23816,-0.02909,-0.04395,-4.04341,False
AMD,put,ITM,market,Fri-0DTE,40.0,124,92,1.348,0.2823,0.4,-0.21328,-0.04018,-0.05415,-4.98216,False
AMD,put,ITM,market,Fri-0DTE,50.0,118,92,1.283,0.2288,0.5,-0.1966,-0.03721,-0.04772,-4.39059,False
AMD,put,ITM,market,Fri-0DTE,60.0,112,92,1.217,0.1786,0.6,-0.16119,-0.02526,-0.03075,-2.82916,False
AMD,put,ITM,market,Fri-0DTE,70.0,110,92,1.196,0.1545,0.7,-0.14343,-0.01308,-0.01564,-1.43876,False
AMD,put,ITM,market,Fri-0DTE,75.0,107,92,1.163,0.1308,0.75,-0.12414,-0.00977,-0.01136,-1.04531,False
AMD,put,ITM,market,Fri-0DTE,80.0,107,92,1.163,0.1215,0.8,-0.11223,-0.0014,-0.00162,-0.14929,False
AMD,put,ITM,market,Fri-0DTE,90.0,104,92,1.13,0.0962,0.9,-0.0876,0.00736,0.00832,0.7657,False
AMD,put,ITM,market,Fri-0DTE,100.0,101,92,1.098,0.0693,1.0,-0.08287,-0.00782,-0.00858,-0.7896,False
