# Backtest method: MAX RELIABILITY (win_rate only)  (by day of week)
# Lookback = 365 calendar days
# Generated 2026-06-12 12:12:02  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date; each day uses its own optimal timing
day_of_week,date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,pnl_dollars,profitable,note
Wednesday,2026-01-07,AAPL,AAPL260107C00262500,262.5,SIM,3:45 PM,0.0232,3:50 PM,0.0038,-0.0195,-1.95,False,
Wednesday,2026-01-14,AAPL,AAPL260114C00257500,257.5,SIM,3:45 PM,2.5662,3:50 PM,1.834,-0.7322,-73.22,False,
Wednesday,2026-01-21,AAPL,AAPL260121C00250000,250.0,SIM,3:45 PM,0.0138,3:50 PM,0.0001,-0.0137,-1.37,False,
Wednesday,2026-01-28,AAPL,AAPL260128C00257500,257.5,SIM,3:45 PM,0.103,3:50 PM,0.0449,-0.0582,-5.82,False,
Wednesday,2026-02-04,AAPL,AAPL260204C00275000,275.0,REAL,3:45 PM,2.5,3:50 PM,3.7,1.2,120.0,True,
Wednesday,2026-02-11,AAPL,AAPL260211C00277500,277.5,REAL,3:45 PM,0.03,3:50 PM,0.01,-0.02,-2.0,False,
Wednesday,2026-02-18,AAPL,AAPL260218C00265000,265.0,REAL,3:45 PM,0.04,3:50 PM,0.16,0.12,12.0,True,
Wednesday,2026-02-25,AAPL,AAPL260225C00272500,272.5,REAL,3:45 PM,1.61,3:50 PM,2.07,0.46,46.0,True,
Wednesday,2026-03-04,AAPL,AAPL260304C00262500,262.5,REAL,3:45 PM,0.21,3:50 PM,0.28,0.07,7.0,True,
Wednesday,2026-03-11,AAPL,AAPL260311C00260000,260.0,REAL,3:45 PM,0.39,3:50 PM,0.61,0.22,22.0,True,
Wednesday,2026-03-18,AAPL,AAPL260318C00250000,250.0,REAL,3:45 PM,0.07,3:50 PM,0.13,0.06,6.0,True,
Wednesday,2026-03-25,AAPL,AAPL260325C00252500,252.5,REAL,3:45 PM,0.08,3:50 PM,0.16,0.08,8.0,True,
Wednesday,2026-04-01,AAPL,AAPL260401C00255000,255.0,REAL,3:45 PM,0.97,3:50 PM,0.64,-0.33,-33.0,False,
Wednesday,2026-04-08,AAPL,AAPL260408C00257500,257.5,REAL,3:45 PM,0.68,3:50 PM,0.76,0.08,8.0,True,
Wednesday,2026-04-15,AAPL,AAPL260415C00265000,265.0,REAL,3:45 PM,0.78,3:50 PM,0.94,0.16,16.0,True,
Wednesday,2026-04-22,AAPL,AAPL260422C00272500,272.5,REAL,3:45 PM,0.5,3:50 PM,0.55,0.05,5.0,True,
Wednesday,2026-04-29,AAPL,AAPL260429C00270000,270.0,REAL,3:45 PM,0.42,3:50 PM,0.42,0.0,0.0,False,
Wednesday,2026-05-06,AAPL,AAPL260506C00287500,287.5,REAL,3:45 PM,0.12,3:50 PM,0.22,0.1,10.0,True,
Wednesday,2026-05-13,AAPL,AAPL260513C00300000,300.0,REAL,3:45 PM,0.07,3:50 PM,0.05,-0.02,-2.0,False,
Wednesday,2026-05-20,AAPL,AAPL260520C00302500,302.5,REAL,3:45 PM,0.08,3:50 PM,0.07,-0.01,-1.0,False,
Wednesday,2026-05-27,AAPL,AAPL260527C00310000,310.0,REAL,3:45 PM,0.2,3:50 PM,0.27,0.07,7.0,True,
Wednesday,2026-06-03,AAPL,AAPL260603C00310000,310.0,REAL,3:45 PM,0.72,3:50 PM,0.74,0.02,2.0,True,
Wednesday,2026-06-10,AAPL,AAPL260610C00292500,292.5,REAL,3:45 PM,0.23,3:50 PM,0.33,0.1,10.0,True,
Wednesday,2025-06-18,NVDA,NVDA250618C00145000,145.0,SIM,3:00 PM,0.1598,3:05 PM,0.241,0.0812,8.12,True,
Wednesday,2025-06-25,NVDA,NVDA250625C00155000,155.0,SIM,3:00 PM,0.1253,3:05 PM,0.1928,0.0674,6.74,True,
Wednesday,2025-07-02,NVDA,NVDA250702C00155000,155.0,SIM,3:00 PM,1.7618,3:05 PM,1.7289,-0.033,-3.3,False,
Wednesday,2025-07-09,NVDA,NVDA250709C00165000,165.0,SIM,3:00 PM,0.0489,3:05 PM,0.0369,-0.012,-1.2,False,
Wednesday,2025-07-16,NVDA,NVDA250716C00170000,170.0,SIM,3:00 PM,1.1887,3:05 PM,1.1608,-0.0279,-2.79,False,
Wednesday,2025-07-23,NVDA,NVDA250723C00170000,170.0,SIM,3:00 PM,1.069,3:05 PM,0.9259,-0.1431,-14.31,False,
Wednesday,2025-07-30,NVDA,NVDA250730C00180000,180.0,SIM,3:00 PM,0.0702,3:05 PM,0.0837,0.0135,1.35,True,
Wednesday,2025-08-06,NVDA,NVDA250806C00180000,180.0,SIM,3:00 PM,0.2666,3:05 PM,0.2445,-0.0221,-2.21,False,
Wednesday,2025-08-13,NVDA,NVDA250813C00180000,180.0,SIM,3:00 PM,1.9813,3:05 PM,1.7871,-0.1942,-19.42,False,
Wednesday,2025-08-20,NVDA,NVDA250820C00175000,175.0,SIM,3:00 PM,0.1481,3:05 PM,0.1384,-0.0097,-0.97,False,
Wednesday,2025-08-27,NVDA,NVDA250827C00180000,180.0,SIM,3:00 PM,2.0124,3:05 PM,1.9015,-0.1109,-11.09,False,
Wednesday,2025-09-03,NVDA,NVDA250903C00170000,170.0,SIM,3:00 PM,0.2897,3:05 PM,0.353,0.0633,6.33,True,
Wednesday,2025-09-10,NVDA,NVDA250910C00175000,175.0,SIM,3:00 PM,1.7405,3:05 PM,1.6913,-0.0492,-4.92,False,
Wednesday,2025-09-17,NVDA,NVDA250917C00170000,170.0,SIM,3:00 PM,0.5545,3:05 PM,0.844,0.2895,28.95,True,
