# Backtest method: MAX EXPECTED PROFIT (win_rate × avg_payoff)  (by day of week)
# Lookback = 365 calendar days
# Generated 2026-06-12 12:02:48  |  data source: Alpaca Markets API
# P&L $ assumes 1 contract = 100 shares

DETAIL — one row per MWF date; each day uses its own optimal timing
day_of_week,date,ticker,contract_symbol,strike,source,entry_time,entry_price,exit_time,exit_price,payoff_per_share,pnl_dollars,profitable,note
Monday,2026-03-02,MSFT,MSFT260302C00400000,400.0,REAL,3:35 PM,0.03,3:40 PM,0.02,-0.01,-1.0,False,
Monday,2026-03-09,MSFT,MSFT260309C00405000,405.0,REAL,3:35 PM,3.37,3:40 PM,4.3,0.93,93.0,True,
Monday,2026-03-16,MSFT,MSFT260316C00400000,400.0,REAL,3:35 PM,0.13,3:40 PM,0.11,-0.02,-2.0,False,
Monday,2026-03-23,MSFT,MSFT260323C00382500,382.5,REAL,3:35 PM,0.72,3:40 PM,1.1,0.38,38.0,True,
Monday,2026-03-30,MSFT,MSFT260330C00357500,357.5,REAL,3:35 PM,0.8,3:40 PM,1.0,0.2,20.0,True,
Monday,2026-04-06,MSFT,MSFT260406C00372500,372.5,REAL,3:35 PM,0.34,3:40 PM,0.2,-0.14,-14.0,False,
Monday,2026-04-13,MSFT,MSFT260413C00382500,382.5,REAL,3:35 PM,0.39,3:40 PM,0.53,0.14,14.0,True,
Monday,2026-04-20,MSFT,MSFT260420C00417500,417.5,REAL,3:35 PM,0.64,3:40 PM,0.42,-0.22,-22.0,False,
Monday,2026-04-27,MSFT,MSFT260427C00425000,425.0,REAL,3:35 PM,1.12,3:40 PM,1.4,0.28,28.0,True,
Monday,2026-05-04,MSFT,MSFT260504C00412500,412.5,REAL,3:35 PM,0.81,3:40 PM,0.69,-0.12,-12.0,False,
Monday,2026-05-11,MSFT,MSFT260511C00410000,410.0,REAL,3:35 PM,1.94,3:40 PM,2.23,0.29,29.0,True,
Monday,2026-05-18,MSFT,MSFT260518C00422500,422.5,REAL,3:35 PM,0.87,3:40 PM,0.66,-0.21,-21.0,False,
Monday,2026-06-01,MSFT,MSFT260601C00460000,460.0,REAL,3:35 PM,4.0,3:40 PM,3.31,-0.69,-69.0,False,
Monday,2026-06-08,MSFT,MSFT260608C00412500,412.5,REAL,3:35 PM,0.38,3:40 PM,0.42,0.04,4.0,True,
Wednesday,2025-06-18,AAPL,AAPL250618C00195000,195.0,SIM,3:45 PM,1.1944,3:50 PM,1.5985,0.4041,40.41,True,
Wednesday,2025-06-25,AAPL,AAPL250625C00200000,200.0,SIM,3:45 PM,1.1526,3:50 PM,1.3199,0.1673,16.73,True,
Wednesday,2025-07-02,AAPL,AAPL250702C00212500,212.5,SIM,3:45 PM,0.1848,3:50 PM,0.1548,-0.03,-3.0,False,
Wednesday,2025-07-09,AAPL,AAPL250709C00210000,210.0,SIM,3:45 PM,0.5394,3:50 PM,0.4739,-0.0656,-6.56,False,
Wednesday,2025-07-16,AAPL,AAPL250716C00210000,210.0,SIM,3:45 PM,0.6888,3:50 PM,0.553,-0.1358,-13.58,False,
Wednesday,2025-07-23,AAPL,AAPL250723C00215000,215.0,SIM,3:45 PM,0.066,3:50 PM,0.0161,-0.0498,-4.98,False,
